"Taxa","Country","Latrine_Number","Depth","OTUs"
"Nitrospira","T","9","5",0
"Opitutae","T","9","5",0
"Planctomycetacia","T","9","5",0
"Sphingobacteria","T","9","5",0
"Spirochaetes","T","9","5",26
"Subdivision3","T","9","5",0
"Synergistia","T","9","5",32
"Thermomicrobia","T","9","5",0
"Thermoplasmata","T","9","5",0
"Thermotogae","T","9","5",0
"Unknown","T","9","5",2817
"Acidobacteria_Gp1","V","1","2",0
"Acidobacteria_Gp10","V","1","2",0
"Acidobacteria_Gp14","V","1","2",0
"Acidobacteria_Gp16","V","1","2",0
"Acidobacteria_Gp17","V","1","2",0
"Acidobacteria_Gp18","V","1","2",0
"Acidobacteria_Gp21","V","1","2",0
"Acidobacteria_Gp22","V","1","2",0
"Acidobacteria_Gp3","V","1","2",0
"Acidobacteria_Gp4","V","1","2",0
"Acidobacteria_Gp5","V","1","2",0
"Acidobacteria_Gp6","V","1","2",0
"Acidobacteria_Gp7","V","1","2",0
"Acidobacteria_Gp9","V","1","2",0
"Actinobacteria","V","1","2",182
"Alphaproteobacteria","V","1","2",87
"Anaerolineae","V","1","2",0
"Bacilli","V","1","2",387
"Bacteroidia","V","1","2",347
"Betaproteobacteria","V","1","2",44
"Caldilineae","V","1","2",0
"Chlamydiae","V","1","2",0
"Chloroflexi","V","1","2",0
"Chrysiogenetes","V","1","2",0
"Clostridia","V","1","2",3947
"Cyanobacteria","V","1","2",0
"Dehalococcoidetes","V","1","2",0
"Deinococci","V","1","2",2
"Deltaproteobacteria","V","1","2",0
"Epsilonproteobacteria","V","1","2",0
"Erysipelotrichi","V","1","2",242
"Fibrobacteria","V","1","2",0
"Flavobacteria","V","1","2",317
"Fusobacteria","V","1","2",19
"Gammaproteobacteria","V","1","2",472
"Gemmatimonadetes","V","1","2",0
"Holophagae","V","1","2",0
"Lentisphaeria","V","1","2",0
"Methanobacteria","V","1","2",0
"Methanomicrobia","V","1","2",0
"Mollicutes","V","1","2",3
"Nitrospira","V","1","2",0
"Opitutae","V","1","2",0
"Planctomycetacia","V","1","2",0
"Sphingobacteria","V","1","2",92
"Spirochaetes","V","1","2",0
"Subdivision3","V","1","2",0
"Synergistia","V","1","2",0
"Thermomicrobia","V","1","2",0
"Thermoplasmata","V","1","2",0
"Thermotogae","V","1","2",0
"Unknown","V","1","2",89
"Acidobacteria_Gp1","V","10","1",0
"Acidobacteria_Gp10","V","10","1",0
"Acidobacteria_Gp14","V","10","1",0
"Acidobacteria_Gp16","V","10","1",0
"Acidobacteria_Gp17","V","10","1",0
"Acidobacteria_Gp18","V","10","1",0
"Acidobacteria_Gp21","V","10","1",0
"Acidobacteria_Gp22","V","10","1",0
"Acidobacteria_Gp3","V","10","1",0
"Acidobacteria_Gp4","V","10","1",0
"Acidobacteria_Gp5","V","10","1",0
"Acidobacteria_Gp6","V","10","1",0
"Acidobacteria_Gp7","V","10","1",0
"Acidobacteria_Gp9","V","10","1",0
"Actinobacteria","V","10","1",94
"Alphaproteobacteria","V","10","1",12
"Anaerolineae","V","10","1",0
"Bacilli","V","10","1",194
"Bacteroidia","V","10","1",4221
"Betaproteobacteria","V","10","1",133
"Caldilineae","V","10","1",0
"Chlamydiae","V","10","1",0
"Chloroflexi","V","10","1",0
"Chrysiogenetes","V","10","1",0
"Clostridia","V","10","1",11180
"Cyanobacteria","V","10","1",0
"Dehalococcoidetes","V","10","1",0
"Deinococci","V","10","1",7
"Deltaproteobacteria","V","10","1",6
"Epsilonproteobacteria","V","10","1",0
"Erysipelotrichi","V","10","1",205
"Fibrobacteria","V","10","1",0
"Flavobacteria","V","10","1",195
"Fusobacteria","V","10","1",92
"Gammaproteobacteria","V","10","1",516
"Gemmatimonadetes","V","10","1",0
"Holophagae","V","10","1",0
"Lentisphaeria","V","10","1",1
"Methanobacteria","V","10","1",0
"Methanomicrobia","V","10","1",0
"Mollicutes","V","10","1",42
"Nitrospira","V","10","1",0
"Opitutae","V","10","1",1
"Planctomycetacia","V","10","1",0
"Sphingobacteria","V","10","1",34
"Spirochaetes","V","10","1",0
"Subdivision3","V","10","1",0
"Synergistia","V","10","1",0
"Thermomicrobia","V","10","1",1
"Thermoplasmata","V","10","1",0
"Thermotogae","V","10","1",0
"Unknown","V","10","1",132
"Acidobacteria_Gp1","V","11","1",0
"Acidobacteria_Gp10","V","11","1",0
"Acidobacteria_Gp14","V","11","1",0
"Acidobacteria_Gp16","V","11","1",1
"Acidobacteria_Gp17","V","11","1",1
"Acidobacteria_Gp18","V","11","1",0
"Acidobacteria_Gp21","V","11","1",0
"Acidobacteria_Gp22","V","11","1",0
"Acidobacteria_Gp3","V","11","1",1
"Acidobacteria_Gp4","V","11","1",7
"Acidobacteria_Gp5","V","11","1",0
"Acidobacteria_Gp6","V","11","1",11
"Acidobacteria_Gp7","V","11","1",0
"Acidobacteria_Gp9","V","11","1",0
"Actinobacteria","V","11","1",5182
"Alphaproteobacteria","V","11","1",1326
"Anaerolineae","V","11","1",15
"Bacilli","V","11","1",4941
"Bacteroidia","V","11","1",45
"Betaproteobacteria","V","11","1",989
"Caldilineae","V","11","1",5
"Chlamydiae","V","11","1",0
"Chloroflexi","V","11","1",0
"Chrysiogenetes","V","11","1",0
"Clostridia","V","11","1",790
"Cyanobacteria","V","11","1",0
"Dehalococcoidetes","V","11","1",0
"Deinococci","V","11","1",448
"Deltaproteobacteria","V","11","1",65
"Epsilonproteobacteria","V","11","1",0
"Erysipelotrichi","V","11","1",39
"Fibrobacteria","V","11","1",0
"Flavobacteria","V","11","1",3845
"Fusobacteria","V","11","1",1
"Gammaproteobacteria","V","11","1",6078
"Gemmatimonadetes","V","11","1",2
"Holophagae","V","11","1",0
"Lentisphaeria","V","11","1",0
"Methanobacteria","V","11","1",0
"Methanomicrobia","V","11","1",0
"Mollicutes","V","11","1",120
"Nitrospira","V","11","1",1
"Opitutae","V","11","1",80
"Planctomycetacia","V","11","1",4
"Sphingobacteria","V","11","1",2178
"Spirochaetes","V","11","1",0
"Subdivision3","V","11","1",0
"Synergistia","V","11","1",0
"Thermomicrobia","V","11","1",130
"Thermoplasmata","V","11","1",0
"Thermotogae","V","11","1",0
"Unknown","V","11","1",425
"Acidobacteria_Gp1","V","11","2",0
"Acidobacteria_Gp10","V","11","2",0
"Acidobacteria_Gp14","V","11","2",0
"Acidobacteria_Gp16","V","11","2",0
"Acidobacteria_Gp17","V","11","2",0
"Acidobacteria_Gp18","V","11","2",0
"Acidobacteria_Gp21","V","11","2",0
"Acidobacteria_Gp22","V","11","2",0
"Acidobacteria_Gp3","V","11","2",0
"Acidobacteria_Gp4","V","11","2",0
"Acidobacteria_Gp5","V","11","2",0
"Acidobacteria_Gp6","V","11","2",0
"Acidobacteria_Gp7","V","11","2",0
"Acidobacteria_Gp9","V","11","2",0
"Actinobacteria","V","11","2",452
"Alphaproteobacteria","V","11","2",243
"Anaerolineae","V","11","2",1
"Bacilli","V","11","2",80
"Bacteroidia","V","11","2",112
"Betaproteobacteria","V","11","2",73
"Caldilineae","V","11","2",0
"Chlamydiae","V","11","2",0
"Chloroflexi","V","11","2",0
"Chrysiogenetes","V","11","2",0
"Clostridia","V","11","2",278
"Cyanobacteria","V","11","2",0
"Dehalococcoidetes","V","11","2",0
"Deinococci","V","11","2",135
"Deltaproteobacteria","V","11","2",15
"Epsilonproteobacteria","V","11","2",0
"Erysipelotrichi","V","11","2",34
"Fibrobacteria","V","11","2",0
"Flavobacteria","V","11","2",770
"Fusobacteria","V","11","2",0
"Gammaproteobacteria","V","11","2",304
"Gemmatimonadetes","V","11","2",0
"Holophagae","V","11","2",0
"Lentisphaeria","V","11","2",0
"Methanobacteria","V","11","2",0
"Methanomicrobia","V","11","2",0
"Mollicutes","V","11","2",17
"Nitrospira","V","11","2",0
"Opitutae","V","11","2",6
"Planctomycetacia","V","11","2",2
"Sphingobacteria","V","11","2",259
"Spirochaetes","V","11","2",0
"Subdivision3","V","11","2",0
"Synergistia","V","11","2",0
"Thermomicrobia","V","11","2",20
"Thermoplasmata","V","11","2",0
"Thermotogae","V","11","2",0
"Unknown","V","11","2",141
"Acidobacteria_Gp1","V","11","3",0
"Acidobacteria_Gp10","V","11","3",0
"Acidobacteria_Gp14","V","11","3",0
"Acidobacteria_Gp16","V","11","3",0
"Acidobacteria_Gp17","V","11","3",0
"Acidobacteria_Gp18","V","11","3",0
"Acidobacteria_Gp21","V","11","3",0
"Acidobacteria_Gp22","V","11","3",0
"Acidobacteria_Gp3","V","11","3",1
"Acidobacteria_Gp4","V","11","3",3
"Acidobacteria_Gp5","V","11","3",1
"Acidobacteria_Gp6","V","11","3",16
"Acidobacteria_Gp7","V","11","3",0
"Acidobacteria_Gp9","V","11","3",0
"Actinobacteria","V","11","3",2364
"Alphaproteobacteria","V","11","3",2564
"Anaerolineae","V","11","3",3
"Bacilli","V","11","3",383
"Bacteroidia","V","11","3",366
"Betaproteobacteria","V","11","3",509
"Caldilineae","V","11","3",27
"Chlamydiae","V","11","3",0
"Chloroflexi","V","11","3",0
"Chrysiogenetes","V","11","3",0
"Clostridia","V","11","3",1608
"Cyanobacteria","V","11","3",0
"Dehalococcoidetes","V","11","3",0
"Deinococci","V","11","3",2453
"Deltaproteobacteria","V","11","3",189
"Epsilonproteobacteria","V","11","3",0
"Erysipelotrichi","V","11","3",106
"Fibrobacteria","V","11","3",0
"Flavobacteria","V","11","3",4813
"Fusobacteria","V","11","3",0
"Gammaproteobacteria","V","11","3",2806
"Gemmatimonadetes","V","11","3",2
"Holophagae","V","11","3",0
"Lentisphaeria","V","11","3",0
"Methanobacteria","V","11","3",0
"Methanomicrobia","V","11","3",0
"Mollicutes","V","11","3",180
"Nitrospira","V","11","3",3
"Opitutae","V","11","3",81
"Planctomycetacia","V","11","3",24
"Sphingobacteria","V","11","3",3057
"Spirochaetes","V","11","3",26
"Subdivision3","V","11","3",0
"Synergistia","V","11","3",2
"Thermomicrobia","V","11","3",209
"Thermoplasmata","V","11","3",0
"Thermotogae","V","11","3",0
"Unknown","V","11","3",1304
"Acidobacteria_Gp1","V","12","1",0
"Acidobacteria_Gp10","V","12","1",0
"Acidobacteria_Gp14","V","12","1",0
"Acidobacteria_Gp16","V","12","1",0
"Acidobacteria_Gp17","V","12","1",0
"Acidobacteria_Gp18","V","12","1",0
"Acidobacteria_Gp21","V","12","1",0
"Acidobacteria_Gp22","V","12","1",0
"Acidobacteria_Gp3","V","12","1",0
"Acidobacteria_Gp4","V","12","1",0
"Acidobacteria_Gp5","V","12","1",0
"Acidobacteria_Gp6","V","12","1",0
"Acidobacteria_Gp7","V","12","1",0
"Acidobacteria_Gp9","V","12","1",0
"Actinobacteria","V","12","1",1572
"Alphaproteobacteria","V","12","1",195
"Anaerolineae","V","12","1",0
"Bacilli","V","12","1",776
"Bacteroidia","V","12","1",126
"Betaproteobacteria","V","12","1",46
"Caldilineae","V","12","1",0
"Chlamydiae","V","12","1",0
"Chloroflexi","V","12","1",0
"Chrysiogenetes","V","12","1",0
"Clostridia","V","12","1",2165
"Cyanobacteria","V","12","1",1
"Dehalococcoidetes","V","12","1",0
"Deinococci","V","12","1",224
"Deltaproteobacteria","V","12","1",129
"Epsilonproteobacteria","V","12","1",0
"Erysipelotrichi","V","12","1",153
"Fibrobacteria","V","12","1",0
"Flavobacteria","V","12","1",4114
"Fusobacteria","V","12","1",0
"Gammaproteobacteria","V","12","1",3818
"Gemmatimonadetes","V","12","1",0
"Holophagae","V","12","1",0
"Lentisphaeria","V","12","1",0
"Methanobacteria","V","12","1",0
"Methanomicrobia","V","12","1",0
"Mollicutes","V","12","1",54
"Nitrospira","V","12","1",0
"Opitutae","V","12","1",25
"Planctomycetacia","V","12","1",0
"Sphingobacteria","V","12","1",890
"Spirochaetes","V","12","1",0
"Subdivision3","V","12","1",0
"Synergistia","V","12","1",0
"Thermomicrobia","V","12","1",1
"Thermoplasmata","V","12","1",0
"Thermotogae","V","12","1",0
"Unknown","V","12","1",482
"Acidobacteria_Gp1","V","12","2",0
"Acidobacteria_Gp10","V","12","2",0
"Acidobacteria_Gp14","V","12","2",0
"Acidobacteria_Gp16","V","12","2",0
"Acidobacteria_Gp17","V","12","2",0
"Acidobacteria_Gp18","V","12","2",0
"Acidobacteria_Gp21","V","12","2",0
"Acidobacteria_Gp22","V","12","2",0
"Acidobacteria_Gp3","V","12","2",0
"Acidobacteria_Gp4","V","12","2",0
"Acidobacteria_Gp5","V","12","2",0
"Acidobacteria_Gp6","V","12","2",0
"Acidobacteria_Gp7","V","12","2",0
"Acidobacteria_Gp9","V","12","2",0
"Actinobacteria","V","12","2",492
"Alphaproteobacteria","V","12","2",185
"Anaerolineae","V","12","2",0
"Bacilli","V","12","2",331
"Bacteroidia","V","12","2",21
"Betaproteobacteria","V","12","2",86
"Caldilineae","V","12","2",0
"Chlamydiae","V","12","2",0
"Chloroflexi","V","12","2",0
"Chrysiogenetes","V","12","2",0
"Clostridia","V","12","2",622
"Cyanobacteria","V","12","2",0
"Dehalococcoidetes","V","12","2",0
"Deinococci","V","12","2",311
"Deltaproteobacteria","V","12","2",35
"Epsilonproteobacteria","V","12","2",0
"Erysipelotrichi","V","12","2",21
"Fibrobacteria","V","12","2",0
"Flavobacteria","V","12","2",818
"Fusobacteria","V","12","2",0
"Gammaproteobacteria","V","12","2",906
"Gemmatimonadetes","V","12","2",0
"Holophagae","V","12","2",0
"Lentisphaeria","V","12","2",0
"Methanobacteria","V","12","2",0
"Methanomicrobia","V","12","2",0
"Mollicutes","V","12","2",68
"Nitrospira","V","12","2",0
"Opitutae","V","12","2",26
"Planctomycetacia","V","12","2",0
"Sphingobacteria","V","12","2",664
"Spirochaetes","V","12","2",0
"Subdivision3","V","12","2",0
"Synergistia","V","12","2",0
"Thermomicrobia","V","12","2",7
"Thermoplasmata","V","12","2",0
"Thermotogae","V","12","2",0
"Unknown","V","12","2",196
"Acidobacteria_Gp1","V","13","1",0
"Acidobacteria_Gp10","V","13","1",0
"Acidobacteria_Gp14","V","13","1",0
"Acidobacteria_Gp16","V","13","1",0
"Acidobacteria_Gp17","V","13","1",0
"Acidobacteria_Gp18","V","13","1",0
"Acidobacteria_Gp21","V","13","1",0
"Acidobacteria_Gp22","V","13","1",0
"Acidobacteria_Gp3","V","13","1",0
"Acidobacteria_Gp4","V","13","1",0
"Acidobacteria_Gp5","V","13","1",0
"Acidobacteria_Gp6","V","13","1",0
"Acidobacteria_Gp7","V","13","1",0
"Acidobacteria_Gp9","V","13","1",0
"Actinobacteria","V","13","1",25
"Alphaproteobacteria","V","13","1",25
"Anaerolineae","V","13","1",0
"Bacilli","V","13","1",48
"Bacteroidia","V","13","1",49
"Betaproteobacteria","V","13","1",14
"Caldilineae","V","13","1",0
"Chlamydiae","V","13","1",0
"Chloroflexi","V","13","1",0
"Chrysiogenetes","V","13","1",0
"Clostridia","V","13","1",1008
"Cyanobacteria","V","13","1",0
"Dehalococcoidetes","V","13","1",0
"Deinococci","V","13","1",22
"Deltaproteobacteria","V","13","1",1
"Epsilonproteobacteria","V","13","1",0
"Erysipelotrichi","V","13","1",9
"Fibrobacteria","V","13","1",0
"Flavobacteria","V","13","1",114
"Fusobacteria","V","13","1",0
"Gammaproteobacteria","V","13","1",193
"Gemmatimonadetes","V","13","1",0
"Holophagae","V","13","1",0
"Lentisphaeria","V","13","1",0
"Methanobacteria","V","13","1",0
"Methanomicrobia","V","13","1",0
"Mollicutes","V","13","1",11
"Nitrospira","V","13","1",0
"Opitutae","V","13","1",0
"Planctomycetacia","V","13","1",0
"Sphingobacteria","V","13","1",20
"Spirochaetes","V","13","1",0
"Subdivision3","V","13","1",0
"Synergistia","V","13","1",2
"Thermomicrobia","V","13","1",2
"Thermoplasmata","V","13","1",0
"Thermotogae","V","13","1",0
"Unknown","V","13","1",123
"Acidobacteria_Gp1","V","13","2",0
"Acidobacteria_Gp10","V","13","2",0
"Acidobacteria_Gp14","V","13","2",0
"Acidobacteria_Gp16","V","13","2",0
"Acidobacteria_Gp17","V","13","2",0
"Acidobacteria_Gp18","V","13","2",0
"Acidobacteria_Gp21","V","13","2",0
"Acidobacteria_Gp22","V","13","2",0
"Acidobacteria_Gp3","V","13","2",0
"Acidobacteria_Gp4","V","13","2",0
"Acidobacteria_Gp5","V","13","2",0
"Acidobacteria_Gp6","V","13","2",0
"Acidobacteria_Gp7","V","13","2",0
"Acidobacteria_Gp9","V","13","2",0
"Actinobacteria","V","13","2",214
"Alphaproteobacteria","V","13","2",184
"Anaerolineae","V","13","2",0
"Bacilli","V","13","2",121
"Bacteroidia","V","13","2",542
"Betaproteobacteria","V","13","2",116
"Caldilineae","V","13","2",0
"Chlamydiae","V","13","2",0
"Chloroflexi","V","13","2",0
"Chrysiogenetes","V","13","2",0
"Clostridia","V","13","2",4648
"Cyanobacteria","V","13","2",0
"Dehalococcoidetes","V","13","2",0
"Deinococci","V","13","2",195
"Deltaproteobacteria","V","13","2",22
"Epsilonproteobacteria","V","13","2",0
"Erysipelotrichi","V","13","2",94
"Fibrobacteria","V","13","2",0
"Flavobacteria","V","13","2",794
"Fusobacteria","V","13","2",3
"Gammaproteobacteria","V","13","2",450
"Gemmatimonadetes","V","13","2",0
"Holophagae","V","13","2",0
"Lentisphaeria","V","13","2",3
"Methanobacteria","V","13","2",0
"Methanomicrobia","V","13","2",0
"Mollicutes","V","13","2",159
"Nitrospira","V","13","2",0
"Opitutae","V","13","2",4
"Planctomycetacia","V","13","2",0
"Sphingobacteria","V","13","2",106
"Spirochaetes","V","13","2",0
"Subdivision3","V","13","2",0
"Synergistia","V","13","2",5
"Thermomicrobia","V","13","2",3
"Thermoplasmata","V","13","2",0
"Thermotogae","V","13","2",0
"Unknown","V","13","2",914
"Acidobacteria_Gp1","V","14","1",0
"Acidobacteria_Gp10","V","14","1",0
"Acidobacteria_Gp14","V","14","1",0
"Acidobacteria_Gp16","V","14","1",0
"Acidobacteria_Gp17","V","14","1",0
"Acidobacteria_Gp18","V","14","1",0
"Acidobacteria_Gp21","V","14","1",0
"Acidobacteria_Gp22","V","14","1",0
"Acidobacteria_Gp3","V","14","1",0
"Acidobacteria_Gp4","V","14","1",0
"Acidobacteria_Gp5","V","14","1",0
"Acidobacteria_Gp6","V","14","1",0
"Acidobacteria_Gp7","V","14","1",0
"Acidobacteria_Gp9","V","14","1",0
"Actinobacteria","V","14","1",77
"Alphaproteobacteria","V","14","1",90
"Anaerolineae","V","14","1",0
"Bacilli","V","14","1",251
"Bacteroidia","V","14","1",722
"Betaproteobacteria","V","14","1",12
"Caldilineae","V","14","1",0
"Chlamydiae","V","14","1",0
"Chloroflexi","V","14","1",0
"Chrysiogenetes","V","14","1",0
"Clostridia","V","14","1",3449
"Cyanobacteria","V","14","1",0
"Dehalococcoidetes","V","14","1",0
"Deinococci","V","14","1",4
"Deltaproteobacteria","V","14","1",8
"Epsilonproteobacteria","V","14","1",0
"Erysipelotrichi","V","14","1",169
"Fibrobacteria","V","14","1",2
"Flavobacteria","V","14","1",83
"Fusobacteria","V","14","1",6
"Gammaproteobacteria","V","14","1",421
"Gemmatimonadetes","V","14","1",0
"Holophagae","V","14","1",0
"Lentisphaeria","V","14","1",3
"Methanobacteria","V","14","1",0
"Methanomicrobia","V","14","1",0
"Mollicutes","V","14","1",104
"Nitrospira","V","14","1",0
"Opitutae","V","14","1",1
"Planctomycetacia","V","14","1",0
"Sphingobacteria","V","14","1",34
"Spirochaetes","V","14","1",6
"Subdivision3","V","14","1",0
"Synergistia","V","14","1",1
"Thermomicrobia","V","14","1",0
"Thermoplasmata","V","14","1",0
"Thermotogae","V","14","1",0
"Unknown","V","14","1",416
"Acidobacteria_Gp1","V","14","2",0
"Acidobacteria_Gp10","V","14","2",0
"Acidobacteria_Gp14","V","14","2",0
"Acidobacteria_Gp16","V","14","2",0
"Acidobacteria_Gp17","V","14","2",0
"Acidobacteria_Gp18","V","14","2",0
"Acidobacteria_Gp21","V","14","2",0
"Acidobacteria_Gp22","V","14","2",0
"Acidobacteria_Gp3","V","14","2",0
"Acidobacteria_Gp4","V","14","2",0
"Acidobacteria_Gp5","V","14","2",0
"Acidobacteria_Gp6","V","14","2",0
"Acidobacteria_Gp7","V","14","2",0
"Acidobacteria_Gp9","V","14","2",0
"Actinobacteria","V","14","2",2
"Alphaproteobacteria","V","14","2",0
"Anaerolineae","V","14","2",0
"Bacilli","V","14","2",3
"Bacteroidia","V","14","2",4
"Betaproteobacteria","V","14","2",1
"Caldilineae","V","14","2",0
"Chlamydiae","V","14","2",0
"Chloroflexi","V","14","2",0
"Chrysiogenetes","V","14","2",0
"Clostridia","V","14","2",33
"Cyanobacteria","V","14","2",0
"Dehalococcoidetes","V","14","2",0
"Deinococci","V","14","2",0
"Deltaproteobacteria","V","14","2",0
"Epsilonproteobacteria","V","14","2",0
"Erysipelotrichi","V","14","2",1
"Fibrobacteria","V","14","2",0
"Flavobacteria","V","14","2",2
"Fusobacteria","V","14","2",1
"Gammaproteobacteria","V","14","2",6
"Gemmatimonadetes","V","14","2",0
"Holophagae","V","14","2",0
"Lentisphaeria","V","14","2",0
"Methanobacteria","V","14","2",0
"Methanomicrobia","V","14","2",0
"Mollicutes","V","14","2",0
"Nitrospira","V","14","2",0
"Opitutae","V","14","2",0
"Planctomycetacia","V","14","2",0
"Sphingobacteria","V","14","2",0
"Spirochaetes","V","14","2",0
"Subdivision3","V","14","2",0
"Synergistia","V","14","2",0
"Thermomicrobia","V","14","2",0
"Thermoplasmata","V","14","2",0
"Thermotogae","V","14","2",0
"Unknown","V","14","2",0
"Acidobacteria_Gp1","V","14","3",0
"Acidobacteria_Gp10","V","14","3",0
"Acidobacteria_Gp14","V","14","3",0
"Acidobacteria_Gp16","V","14","3",0
"Acidobacteria_Gp17","V","14","3",0
"Acidobacteria_Gp18","V","14","3",0
"Acidobacteria_Gp21","V","14","3",0
"Acidobacteria_Gp22","V","14","3",0
"Acidobacteria_Gp3","V","14","3",0
"Acidobacteria_Gp4","V","14","3",0
"Acidobacteria_Gp5","V","14","3",0
"Acidobacteria_Gp6","V","14","3",1
"Acidobacteria_Gp7","V","14","3",0
"Acidobacteria_Gp9","V","14","3",0
"Actinobacteria","V","14","3",87
"Alphaproteobacteria","V","14","3",76
"Anaerolineae","V","14","3",0
"Bacilli","V","14","3",214
"Bacteroidia","V","14","3",399
"Betaproteobacteria","V","14","3",64
"Caldilineae","V","14","3",0
"Chlamydiae","V","14","3",0
"Chloroflexi","V","14","3",0
"Chrysiogenetes","V","14","3",0
"Clostridia","V","14","3",1712
"Cyanobacteria","V","14","3",0
"Dehalococcoidetes","V","14","3",0
"Deinococci","V","14","3",11
"Deltaproteobacteria","V","14","3",6
"Epsilonproteobacteria","V","14","3",0
"Erysipelotrichi","V","14","3",64
"Fibrobacteria","V","14","3",0
"Flavobacteria","V","14","3",209
"Fusobacteria","V","14","3",55
"Gammaproteobacteria","V","14","3",409
"Gemmatimonadetes","V","14","3",0
"Holophagae","V","14","3",0
"Lentisphaeria","V","14","3",0
"Methanobacteria","V","14","3",0
"Methanomicrobia","V","14","3",0
"Mollicutes","V","14","3",45
"Nitrospira","V","14","3",0
"Opitutae","V","14","3",0
"Planctomycetacia","V","14","3",0
"Sphingobacteria","V","14","3",28
"Spirochaetes","V","14","3",3
"Subdivision3","V","14","3",0
"Synergistia","V","14","3",5
"Thermomicrobia","V","14","3",2
"Thermoplasmata","V","14","3",0
"Thermotogae","V","14","3",0
"Unknown","V","14","3",81
"Acidobacteria_Gp1","V","15","1",0
"Acidobacteria_Gp10","V","15","1",0
"Acidobacteria_Gp14","V","15","1",0
"Acidobacteria_Gp16","V","15","1",0
"Acidobacteria_Gp17","V","15","1",0
"Acidobacteria_Gp18","V","15","1",0
"Acidobacteria_Gp21","V","15","1",0
"Acidobacteria_Gp22","V","15","1",0
"Acidobacteria_Gp3","V","15","1",0
"Acidobacteria_Gp4","V","15","1",0
"Acidobacteria_Gp5","V","15","1",0
"Acidobacteria_Gp6","V","15","1",0
"Acidobacteria_Gp7","V","15","1",0
"Acidobacteria_Gp9","V","15","1",0
"Actinobacteria","V","15","1",237
"Alphaproteobacteria","V","15","1",120
"Anaerolineae","V","15","1",0
"Bacilli","V","15","1",323
"Bacteroidia","V","15","1",1003
"Betaproteobacteria","V","15","1",141
"Caldilineae","V","15","1",0
"Chlamydiae","V","15","1",0
"Chloroflexi","V","15","1",0
"Chrysiogenetes","V","15","1",0
"Clostridia","V","15","1",8244
"Cyanobacteria","V","15","1",0
"Dehalococcoidetes","V","15","1",0
"Deinococci","V","15","1",104
"Deltaproteobacteria","V","15","1",26
"Epsilonproteobacteria","V","15","1",0
"Erysipelotrichi","V","15","1",592
"Fibrobacteria","V","15","1",0
"Flavobacteria","V","15","1",599
"Fusobacteria","V","15","1",1
"Gammaproteobacteria","V","15","1",1915
"Gemmatimonadetes","V","15","1",0
"Holophagae","V","15","1",0
"Lentisphaeria","V","15","1",33
"Methanobacteria","V","15","1",0
"Methanomicrobia","V","15","1",0
"Mollicutes","V","15","1",147
"Nitrospira","V","15","1",0
"Opitutae","V","15","1",10
"Planctomycetacia","V","15","1",1
"Sphingobacteria","V","15","1",123
"Spirochaetes","V","15","1",0
"Subdivision3","V","15","1",0
"Synergistia","V","15","1",50
"Thermomicrobia","V","15","1",5
"Thermoplasmata","V","15","1",0
"Thermotogae","V","15","1",0
"Unknown","V","15","1",837
"Acidobacteria_Gp1","V","15","2",0
"Acidobacteria_Gp10","V","15","2",0
"Acidobacteria_Gp14","V","15","2",0
"Acidobacteria_Gp16","V","15","2",0
"Acidobacteria_Gp17","V","15","2",0
"Acidobacteria_Gp18","V","15","2",0
"Acidobacteria_Gp21","V","15","2",0
"Acidobacteria_Gp22","V","15","2",0
"Acidobacteria_Gp3","V","15","2",0
"Acidobacteria_Gp4","V","15","2",0
"Acidobacteria_Gp5","V","15","2",0
"Acidobacteria_Gp6","V","15","2",2
"Acidobacteria_Gp7","V","15","2",0
"Acidobacteria_Gp9","V","15","2",0
"Actinobacteria","V","15","2",379
"Alphaproteobacteria","V","15","2",404
"Anaerolineae","V","15","2",2
"Bacilli","V","15","2",106
"Bacteroidia","V","15","2",541
"Betaproteobacteria","V","15","2",79
"Caldilineae","V","15","2",11
"Chlamydiae","V","15","2",0
"Chloroflexi","V","15","2",0
"Chrysiogenetes","V","15","2",3
"Clostridia","V","15","2",4761
"Cyanobacteria","V","15","2",0
"Dehalococcoidetes","V","15","2",0
"Deinococci","V","15","2",160
"Deltaproteobacteria","V","15","2",59
"Epsilonproteobacteria","V","15","2",0
"Erysipelotrichi","V","15","2",226
"Fibrobacteria","V","15","2",7
"Flavobacteria","V","15","2",587
"Fusobacteria","V","15","2",0
"Gammaproteobacteria","V","15","2",1206
"Gemmatimonadetes","V","15","2",0
"Holophagae","V","15","2",0
"Lentisphaeria","V","15","2",4
"Methanobacteria","V","15","2",0
"Methanomicrobia","V","15","2",0
"Mollicutes","V","15","2",202
"Nitrospira","V","15","2",2
"Opitutae","V","15","2",7
"Planctomycetacia","V","15","2",52
"Sphingobacteria","V","15","2",193
"Spirochaetes","V","15","2",25
"Subdivision3","V","15","2",0
"Synergistia","V","15","2",5
"Thermomicrobia","V","15","2",35
"Thermoplasmata","V","15","2",0
"Thermotogae","V","15","2",0
"Unknown","V","15","2",504
"Acidobacteria_Gp1","V","15","3",0
"Acidobacteria_Gp10","V","15","3",0
"Acidobacteria_Gp14","V","15","3",0
"Acidobacteria_Gp16","V","15","3",0
"Acidobacteria_Gp17","V","15","3",0
"Acidobacteria_Gp18","V","15","3",0
"Acidobacteria_Gp21","V","15","3",0
"Acidobacteria_Gp22","V","15","3",0
"Acidobacteria_Gp3","V","15","3",2
"Acidobacteria_Gp4","V","15","3",0
